BATCH,ANIMAL.ID,STRAIN,TREATMENT,TotDist,MovTime,VMovNo,MrgDist,CtrDist,PctCenter
8,155,C57BL/6J,OVX,2924,223.2,91,1800,1123,11.75
8,156,C57BL/6J,SHAM,3173,292.3,82,2128,1044,16.4667
8,158,SWR/J,SHAM,2281,186.7,111,1528,756,20.7833
8,159,SWR/J,OVX,1433,154.1,97,815,618,15.15
8,160,SWR/J,OVX,1986,171.8,93,1372,612,13
8,161,129S1/SvlmJ,OVX,789,111,0,765,25,1.5833
8,162,129S1/SvlmJ,SHAM,1279,111.1,13,1279,0,0
8,163,129S1/SvlmJ,OVX,514,77.7,4,514,0,0
8,164,129S1/SvlmJ,SHAM,212,34.2,0,212,0,0.7833
8B,165,AKR/J,SHAM,1915,202,44,1828,86,4.85
8B,166,AKR/J,SHAM,2820,249,86,1952,868,17.6667
8B,167,AKR/J,OVX,1720,168.7,29,1665,55,1.8667
8B,168,AKR/J,OVX,2188,175.7,82,1773,414,12.3833
9,169,BALB/cByJ,OVX,2022,183.9,94,1492,530,7.5167
9,170,BALB/cByJ,SHAM,2239,226.9,12,1984,254,5.2
9,171,BALB/cByJ,OVX,197,29.8,8,197,0,0
9,172,BALB/cByJ,SHAM,2231,203.2,24,2124,107,2.1
9,179,BTBR T+tf/J,SHAM,2812,205,56,2578,234,2.6333
9,180,BTBR T+tf/J,SHAM,1769,131.6,33,1355,414,8.1667
9,181,BTBR T+tf/J,OVX,1271,127,3,1245,26,0.9
9,183,C3H/HeJ,SHAM,982,101.7,32,719,262,13.0667
9,185,C3H/HeJ,SHAM,706,87.3,23,606,102,6.2
9,187,C57L/J,SHAM,1740,162.3,22,1214,526,18.75
9B,191,NON/ShiLtJ,SHAM,2444,224.2,70,1834,609,10.45
9B,192,NON/ShiLtJ,OVX,2291,208,66,1555,736,13.65
9B,193,NON/ShiLtJ,SHAM,2700,255.8,72,1883,818,14.1
9B,194,NON/ShiLtJ,OVX,2999,295.2,82,2019,981,17.05
10,195,DBA/2J,SHAM,1110,86.3,23,1099,10,0.9667
10,196,DBA/2J,SHAM,1241,124.7,14,1216,24,1.6167
10,197,DBA/2J,OVX,1041,76.2,22,1039,2,0.1667
10,198,DBA/2J,OVX,660,71.6,8,626,34,3
10,199,C57BL/6J,SHAM,1184,117.5,56,978,207,8.75
10,201,NOD/ShiLtJ,SHAM,3282,237.3,92,2022,1261,16.9333
10,202,NOD/ShiLtJ,OVX,2853,240,66,1611,1242,20.3333
10,203,NOD/ShiLtJ,OVX,4002,304.3,98,2524,1480,26.9667
10,204,NOD/ShiLtJ,SHAM,3903,293.1,79,2140,1763,26.3333
10,205,LP/J,SHAM,1068,102.9,9,1055,11,1.15
10,206,LP/J,OVX,1097,107.4,10,1096,1,0.0667
10,208,LP/J,SHAM,1670,163.6,18,1449,220,4.1167
10B,209,FVB/NJ,OVX,2275,205.4,84,1448,826,12.0667
10B,210,FVB/NJ,SHAM,2680,192.7,123,1554,1126,15.1167
10B,211,FVB/NJ,OVX,2452,218.6,129,1470,981,20.0833
10B,212,FVB/NJ,SHAM,2468,188.5,113,1757,711,15
10C,213,NOR/LtJ,SHAM,3159,243.2,104,2112,1047,19.7
10C,214,NOR/LtJ,SHAM,4209,304.1,103,2831,1379,18.9
11,217,C57BL/6J,OVX,2592,210.4,82,2035,558,12.85
11,219,129S1/SvlmJ,SHAM,1705,154.6,8,1610,96,2.8
11,220,129S1/SvlmJ,OVX,1016,99.5,3,1015,1,0.1667
11,221,129S1/SvlmJ,SHAM,930,105.9,1,926,4,0.5667
11,222,129S1/SvlmJ,OVX,1373,149.6,1,1250,124,4.05
11,223,SJL/J,OVX,1292,117.8,49,1271,22,1.0333
11,224,SJL/J,OVX,1696,153.8,62,1294,404,8.95
11,225,SJL/J,SHAM,2167,177.8,73,1608,559,8.8
11,226,SJL/J,SHAM,1406,144.2,59,1311,97,3.5
11B,227,PL/J,OVX,2050,185,116,1399,650,12.2167
11B,228,PL/J,OVX,3380,252.8,116,2173,1205,19.4667
11B,229,PL/J,SHAM,3141,244.8,125,1965,1175,18.9
11B,230,PL/J,SHAM,3010,213.1,107,2323,687,6.9833
11B,231,SM/J,SHAM,3749,294.1,10,3205,542,10.4167
11B,232,SM/J,OVX,2986,260.8,21,2800,186,5.15
11B,233,SM/J,SHAM,2112,202.1,24,1836,276,8.2833
11C,235,SWR/J,OVX,1857,164.5,97,1338,519,19.4667
11C,236,SWR/J,OVX,3345,243.3,105,1765,1580,21.25
11C,237,SWR/J,SHAM,2853,238.3,127,1830,1023,16.2333
11C,238,SWR/J,SHAM,2391,224.8,96,1477,915,15.95
12,240,C57BL/6J,OVX,2359,205.1,81,1574,785,12.6167
12,241,BALB/cByJ,OVX,2444,218.8,31,2344,100,4
12,242,BALB/cByJ,OVX,1992,152.8,28,1943,47,1.1
12,243,BALB/cByJ,SHAM,2165,186.1,27,1969,197,5.2167
12,244,BALB/cByJ,SHAM,1718,148,21,1614,104,1.2833
12,245,NON/ShiLtJ,OVX,1728,159.9,50,1521,207,5.9167
12,246,NON/ShiLtJ,SHAM,4270,310.9,127,2983,1288,16.4833
12,247,NON/ShiLtJ,SHAM,2128,210,65,1628,499,9.4333
12,248,NON/ShiLtJ,OVX,2745,240.1,103,1851,894,13.2
12,249,BTBR T+tf/J,SHAM,2374,191.8,22,2098,277,3.0667
12,250,BTBR T+tf/J,OVX,2724,209.7,51,2156,568,7.3333
12,251,BTBR T+tf/J,SHAM,3775,281.6,62,3100,672,7.7333
12,252,BTBR T+tf/J,OVX,2172,158.8,45,1827,344,2.7333
12,255,MRL/MpJ,SHAM,1898,182.3,67,1731,167,7.1333
12,256,MRL/MpJ,SHAM,2463,252.5,23,2291,173,4.1333
12,257,C3H/HeJ,SHAM,1833,157.8,46,1356,477,9.5667
12,258,C3H/HeJ,SHAM,1160,135,46,736,425,18.8833
12,259,C3H/HeJ,OVX,1592,148.8,66,1061,530,11.7167
12,260,C3H/HeJ,OVX,1177,119.5,25,1088,90,3.0667
13B,271,NOD/ShiLtJ,OVX,3078,210.6,115,1814,1264,15.5333
13B,275,NOR/LtJ,OVX,2021,171.5,31,1397,624,20.4333
13B,276,NOR/LtJ,SHAM,2211,206.4,40,1399,813,17.1333
13B,277,NOR/LtJ,SHAM,1986,206.7,36,1078,907,25.1667
13C,279,FVB/NJ,SHAM,2546,203.6,91,1725,822,10.35
13C,280,FVB/NJ,SHAM,2473,217.6,112,1534,938,17.0167
13C,281,FVB/NJ,OVX,2732,228.4,138,1887,844,15.0667
13C,282,FVB/NJ,OVX,2073,194,114,1402,671,11.55
14,283,A/J,OVX,157,25.4,8,157,0,0
14,284,A/J,OVX,101,19.7,7,101,0,0
14,285,A/J,SHAM,423,68.3,11,420,3,0.3167
14,286,A/J,SHAM,66,10.8,9,66,0,0
14,287,C57BL/6J,SHAM,3177,240.4,59,2061,1114,15.0833
14,288,C57BL/6J,OVX,2464,230.6,62,1663,800,13.6833
14,289,C57BL/6J,SHAM,3528,270.8,122,2449,1081,11.0833
14,290,C57BL/6J,SHAM,3376,253.4,71,2241,1133,14.5
14,291,129S1/SvlmJ,SHAM,1097,116.2,5,1096,1,0.0333
14,292,129S1/SvlmJ,OVX,1365,136.2,0,1365,0,0
14,293,129S1/SvlmJ,SHAM,1358,147.8,6,1358,0,0
14,294,129S1/SvlmJ,OVX,926,113.6,2,925,1,0.0667
14,295,C57L/J,SHAM,1894,199.7,53,900,993,31.7167
14,296,C57L/J,SHAM,2750,231.7,94,1428,1319,26.2
14,297,C57L/J,SHAM,1707,155,73,1098,610,21.2667
14,298,C57L/J,OVX,2920,254.4,47,1783,1138,21.7167
14B,299,CBA/J,SHAM,1077,124.6,15,904,173,7.5833
14B,300,CBA/J,SHAM,1350,141.9,49,1064,286,10.95
14B,301,CBA/J,OVX,836,98.1,9,722,114,6.3667
14B,302,CBA/J,OVX,772,89.7,18,704,68,6.4167
15,303,BALB/cByJ,SHAM,1911,185.4,35,1854,57,1.8667
15,304,BALB/cByJ,OVX,1856,192,36,1382,474,9.6667
15,305,BALB/cByJ,OVX,1630,143,1,1516,115,2.35
15,306,BALB/cByJ,SHAM,1855,177.3,34,1688,167,3.8
15,309,C3H/HeJ,SHAM,1376,112.1,80,879,497,11.1833
15,310,C3H/HeJ,OVX,2175,189.7,58,971,1203,25.35
15,311,AKR/J,SHAM,4016,275,74,3016,1000,11.8833
15,313,AKR/J,SHAM,3055,273.5,42,2411,642,14.3
15,314,AKR/J,OVX,2965,265.4,38,2666,298,7.3833
15B,315,C57L/J,SHAM,1803,168.5,92,942,862,26.2667
15B,316,C57L/J,SHAM,2387,190.3,80,1176,1210,27.6
15B,317,C57L/J,OVX,2338,215.5,112,1389,947,22.5
15B,318,C57L/J,OVX,2547,222,73,1495,1051,21.8
15,319,BTBR T+tf/J,OVX,2835,246.5,22,2487,347,6.1667
15,320,BTBR T+tf/J,OVX,3224,234,17,2978,246,3.2667
15,321,BTBR T+tf/J,SHAM,3366,243.1,28,2964,402,4.0333
15,322,BTBR T+tf/J,SHAM,2631,224.3,23,2466,165,1.95
15,323,C57BL/6J,OVX,2949,242.2,72,2413,536,9.4667
15,324,C57BL/6J,SHAM,2648,216.3,102,1830,818,12.6833
16,325,MRL/MpJ,SHAM,1846,217.3,26,1151,695,21.1333
16,326,MRL/MpJ,OVX,1929,187.4,61,1325,605,15.3333
16,327,MRL/MpJ,SHAM,2107,197,91,1581,525,12.7667
16,328,MRL/MpJ,OVX,1564,202,49,1303,262,11.1667
16,329,DBA/2J,SHAM,531,54.6,19,531,0,0
16,330,DBA/2J,OVX,1437,126.1,65,1304,134,4.2
16,331,DBA/2J,SHAM,90,11.4,7,90,0,0
16,332,DBA/2J,OVX,698,61.2,11,698,0,0.1167
16,333,C57BL/6J,OVX,1754,171.3,62,1423,330,7.9
16,334,C57BL/6J,SHAM,2600,224.7,64,1941,660,10.2333
16,335,PL/J,SHAM,2457,222.9,64,1994,461,7.8
16,336,PL/J,SHAM,3804,270.5,128,2608,1198,14.75
16,338,PL/J,OVX,2675,234.6,72,1935,740,14.35
16,339,NZW/LacJ,SHAM,1636,174.6,56,1347,289,6.3833
16,340,NZW/LacJ,OVX,1636,138.3,79,1106,530,11.5333
16,341,NZW/LacJ,SHAM,1322,151.7,64,1067,255,14.4
16,342,NZW/LacJ,OVX,1877,169.6,77,1480,397,12.1667
17,343,SJL/J,SHAM,1678,159.6,54,1609,69,2.2
17,344,SJL/J,OVX,2370,203.6,100,1275,1094,33.4667
17,345,SJL/J,SHAM,2042,203.3,50,1638,404,8.9167
17,346,SJL/J,OVX,1797,173.6,83,1124,673,22.8167
17,347,CBA/J,SHAM,1300,136,43,974,327,16.7833
17,348,CBA/J,SHAM,1631,164.8,19,1218,412,15.5167
17,349,CBA/J,OVX,652,95.5,1,614,38,4.6167
17,350,CBA/J,OVX,1770,188.6,31,1303,464,18.2833
17,354,C57BL/6J,OVX,2690,223.6,74,1662,1026,15.2667
17,355,NOD/ShiLtJ,OVX,3993,266.8,117,2721,1271,20.45
17,357,NOD/ShiLtJ,SHAM,917,93.6,35,642,276,9.2667
17,358,NOD/ShiLtJ,SHAM,3279,234.2,82,2207,1073,17.8167
18,359,A/J,SHAM,21,1.1,0,21,0,0
18,360,A/J,SHAM,220,32.8,5,220,0,0
18,367,129S1/SvlmJ,SHAM,412,58.8,2,409,3,0.7167
18,368,129S1/SvlmJ,SHAM,61,10.1,2,61,0,0
18,369,BTBR T+tf/J,SHAM,3134,271.4,55,2669,465,6.25
18,371,BTBR T+tf/J,SHAM,1914,184.9,18,1663,250,5.0833
19,377,BTBR T+tf/J,SHAM,2880,221.7,22,2016,865,15.9833
19,378,BTBR T+tf/J,OVX,2754,214.2,47,2156,597,8.7
19,379,BTBR T+tf/J,OVX,4044,314.6,68,3439,606,9.0667
19,380,BTBR T+tf/J,SHAM,2960,202.7,66,2474,483,5.1
19,381,C57BL/6J,SHAM,3607,253.7,74,2280,1326,15.8333
19,382,C57BL/6J,OVX,2569,212.3,62,1814,755,14.1667
19,383,C3H/HeJ,OVX,881,115.8,25,689,192,10.6333
19,384,C3H/HeJ,SHAM,874,96,20,542,333,14.3
19,385,C3H/HeJ,SHAM,993,113.1,35,777,217,12.4167
19,386,C3H/HeJ,OVX,845,103.7,35,761,84,3.35
19,387,MRL/MpJ,SHAM,2947,222.5,107,2349,599,10.35
19,388,MRL/MpJ,SHAM,2319,217.5,77,1547,773,13.4
19,389,MRL/MpJ,OVX,2516,191.7,97,2055,459,7.45
19,390,MRL/MpJ,OVX,2415,218.4,101,1766,651,14.7667
19,391,AKR/J,SHAM,3161,269,94,2061,1100,21.3833
19,392,AKR/J,SHAM,4216,336.1,38,3514,701,13.45
19,393,AKR/J,OVX,3225,298.8,60,2552,674,14.5833
19,394,AKR/J,OVX,2468,224.5,66,2060,409,11.5833
20B,403,CZECHII/EiJ,OVX,2526,166.7,43,2200,326,6.1
20B,404,CZECHII/EiJ,OVX,2112,149.7,41,1929,184,4.1833
20B,405,CZECHII/EiJ,SHAM,2824,155.7,64,2484,341,4.7
21,407,C57BL/6J,OVX,3062,251.1,58,2255,808,10.5833
21,408,C57BL/6J,SHAM,2332,187.3,74,1652,680,12.9167
21,409,BALB/cByJ,SHAM,2037,177.6,73,1655,383,7.05
21,410,BALB/cByJ,OVX,115,16,27,115,0,0
21,411,BALB/cByJ,OVX,321,48.1,11,304,17,0.8833
21,413,SJL/J,SHAM,2650,234.1,114,1568,1082,17.6167
21,414,SJL/J,OVX,2315,198.7,114,1220,1094,32.7833
21,415,SJL/J,OVX,2327,229.4,87,1944,383,11.4333
21,416,SJL/J,SHAM,2200,212.2,74,1939,262,5.1833
21,417,SWR/J,SHAM,2721,227.7,121,1661,1060,18.6
21,418,SWR/J,OVX,2066,167.1,113,1548,519,9.3
21,419,SWR/J,SHAM,1828,181.7,110,1417,410,8.4
21,420,SWR/J,OVX,1822,161.1,118,1310,512,8.3667
23,425,NZW/LacJ,OVX,1739,183,85,1442,299,6.9333
23,426,NZW/LacJ,SHAM,1700,149.1,77,1468,231,7.2333
23,427,NZW/LacJ,SHAM,1465,170.4,76,1298,165,6.7
23,428,NZW/LacJ,OVX,1378,134.7,62,1185,191,6.6167
23,429,NZW/LacJ,SHAM,2107,200.4,57,1620,489,14.75
23,430,NZW/LacJ,OVX,1655,166.6,53,1530,125,3.95
23,431,NZW/LacJ,SHAM,1879,182.6,47,1544,333,7.0167
23,432,NZW/LacJ,OVX,1414,127.4,0,1246,168,3.2333
23,433,NOR/LtJ,SHAM,2846,267,69,1881,965,13.0833
23,434,NOR/LtJ,OVX,2869,219.5,74,2129,739,12.6333
23,435,NOR/LtJ,OVX,2782,198.5,90,1860,923,12.15
23,436,NOR/LtJ,SHAM,3213,231.2,70,2136,1079,13.7833
23,437,NOR/LtJ,SHAM,3512,248.9,85,2101,1410,16.6667
23,438,NOR/LtJ,SHAM,2716,229.7,46,1820,894,15.8667
23,439,NOR/LtJ,OVX,2836,252,46,2386,448,8.5167
23,440,NOR/LtJ,OVX,3010,225.9,91,2307,703,9.9167
23,441,MRL/MpJ,SHAM,3130,293.7,16,2858,272,7.4
23,442,MRL/MpJ,OVX,1945,214.5,21,1944,2,0.1
23,443,MRL/MpJ,OVX,1828,189.2,54,1678,150,4.4167
23,444,MRL/MpJ,OVX,1764,202.8,37,1753,11,0.8833
23,445,MRL/MpJ,SHAM,2126,234.5,40,2013,112,3.4667
23,446,MRL/MpJ,OVX,2010,228.9,49,1875,135,5.0333
24B,447,NON/ShiLtJ,SHAM,2974,299.4,67,1889,1085,20.5167
24B,448,NON/ShiLtJ,OVX,3014,204.5,115,2253,761,9.6667
24B,449,NON/ShiLtJ,OVX,2840,231.1,97,1936,902,16.6333
24B,450,NON/ShiLtJ,SHAM,13003,529.4,130,9230,3772,23.7833
24,451,NON/ShiLtJ,SHAM,3855,339.1,110,2053,1802,27.9833
24,452,NON/ShiLtJ,SHAM,2960,242.2,81,2084,874,14.2333
24,453,NON/ShiLtJ,OVX,2581,236.1,96,1725,857,14.7
24,455,DBA/2J,SHAM,1371,138.7,17,1274,97,3.7
24,456,DBA/2J,OVX,90,12.8,0,90,0,0.0333
24,457,DBA/2J,OVX,77,13.7,1,70,7,0.55
24,463,PL/J,SHAM,2935,245.4,87,2119,819,12.35
24,464,PL/J,SHAM,3130,231.3,97,2442,689,6.95
24,465,PL/J,OVX,3010,229.3,114,2047,963,11.6833
24,466,PL/J,OVX,1700,175.8,61,1297,405,9.45
24,467,PL/J,OVX,3858,274.9,104,3029,829,13.2333
24,468,PL/J,SHAM,2808,192,110,2330,476,6.8
24,469,PL/J,OVX,2760,245.9,125,1993,767,15.1667
24,470,129S1/SvlmJ,OVX,37,2.7,9,37,0,0
24B,472,C58/J,SHAM,3182,226.6,80,2163,1019,16.7667
24B,473,C58/J,OVX,4634,300.1,96,3738,897,13.0833
24B,474,C58/J,SHAM,3525,238.8,59,2284,1240,14.8833
24B,475,C58/J,OVX,1383,137.5,29,1220,163,4.9167
25,476,SWR/J,SHAM,2303,205.2,113,1397,904,17.95
25,477,SWR/J,SHAM,1787,161.2,113,1318,469,10.7167
25,478,SWR/J,OVX,1437,138.2,100,1020,417,7.9667
25,479,SWR/J,SHAM,2210,205.5,101,1754,456,10.7833
25,480,SWR/J,OVX,2035,199.2,91,1328,709,13.4833
25,481,CBA/J,SHAM,947,117.2,7,843,105,7.1
25,484,CBA/J,OVX,930,110.5,2,822,109,8.3167
25,485,CBA/J,OVX,847,110.5,15,775,73,5.3833
25,486,FVB/NJ,SHAM,3378,239.9,120,2108,1269,16.1167
25,487,FVB/NJ,OVX,2156,177.3,102,1531,625,13.55
25,488,FVB/NJ,OVX,2460,184.2,108,1540,920,13.2833
25,489,FVB/NJ,SHAM,2680,201.6,89,1992,689,9.1667
25B,490,SM/J,OVX,3532,279.7,55,2989,543,14.25
25B,492,SM/J,SHAM,3723,269.3,55,2687,1038,14.3667
25B,494,SM/J,SHAM,1614,159.3,32,1418,196,8.5
25B,495,SM/J,SHAM,1972,156.9,28,1561,408,12.6333
25B,496,SM/J,OVX,1697,164.8,25,1576,122,5.9833
26,498,NZW/LacJ,SHAM,1325,166.5,30,1111,215,9.6167
26,499,NZW/LacJ,OVX,994,107.2,47,893,100,3.2833
26,500,NZW/LacJ,SHAM,1266,126.4,53,1155,110,2.3667
26,501,NZW/LacJ,OVX,1548,157.2,69,1214,335,10.6333
26,502,C57L/J,SHAM,3468,305.4,77,1761,1706,27.8167
26,504,C57L/J,OVX,2406,228.5,80,1362,1045,22.3667
26,505,C57L/J,SHAM,2991,262,88,1518,1471,38.4
26,506,C3H/HeJ,OVX,1285,135,73,818,469,12.7167
26,507,C3H/HeJ,SHAM,1353,140.9,52,943,410,11.0167
26,508,C3H/HeJ,OVX,1393,132.6,66,891,502,11.9833
26,509,C3H/HeJ,SHAM,1522,141,74,898,625,13.95
26,510,C3H/HeJ,OVX,966,97.3,72,695,271,12.3
26,511,C3H/HeJ,SHAM,1249,122.3,39,1144,105,3.8167
26,514,C57L/J,SHAM,1526,152.8,78,774,753,20.9833
26,515,C57L/J,OVX,2769,234.2,61,1893,877,17.1
26,517,SM/J,SHAM,2468,188.9,38,2415,54,1.2167
26,518,SM/J,SHAM,2931,239.4,29,2474,457,7.6
27,519,KK/HIJ,OVX,1242,150.5,15,897,345,16.1333
27,520,KK/HIJ,SHAM,1652,180.5,42,1394,256,8.15
27,521,KK/HIJ,OVX,2310,221.3,84,1813,497,17.9167
27,523,MA/MyJ,OVX,3166,269.7,107,1850,1318,25.0667
27,524,MA/MyJ,SHAM,3319,250.2,134,2490,827,20.8833
27,525,MA/MyJ,OVX,3809,290.9,120,2579,1232,29.9167
27,526,MA/MyJ,SHAM,3277,262.7,126,1984,1293,30.2833
28,527,AKR/J,SHAM,3281,321.1,35,2567,714,15.8833
28,528,AKR/J,SHAM,2109,190.8,16,1896,213,7.4167
28,529,AKR/J,OVX,3649,291.7,77,2844,804,11.8
28,530,AKR/J,OVX,3109,267,19,2732,375,10.35
28,531,AKR/J,OVX,2803,261.8,39,2573,232,7.3833
28,532,AKR/J,SHAM,3193,266.6,47,2785,410,7.5333
28,533,MOLF/EiJ,OVX,3122,237.9,89,2564,557,10.05
28,534,MOLF/EiJ,SHAM,1919,164.5,101,1692,229,8.8167
28,535,MOLF/EiJ,SHAM,2637,211.1,94,2119,519,12.6333
28B,537,RIIIS/J,SHAM,3177,220.5,101,2344,834,9.4
28B,538,RIIIS/J,OVX,2806,217.3,85,2083,724,11.3333
28B,539,RIIIS/J,OVX,2330,233.6,77,1897,434,8.7667
28B,540,RIIIS/J,SHAM,2561,177.4,108,2026,536,5.7167
29,541,ZALENDE/EiJ,OVX,4152,222.1,125,2923,1229,15.0333
29,542,ZALENDE/EiJ,OVX,3744,243.4,109,2256,1488,20.25
29,543,ZALENDE/EiJ,SHAM,2954,206.6,90,2365,590,8.55
29,544,ZALENDE/EiJ,SHAM,2124,154.7,82,1656,468,9.1667
29,545,NZO/HILtJ,OVX,1429,126.2,54,1207,222,5.5
29,546,NZO/HILtJ,OVX,587,50.9,32,582,5,0.0667
29,547,NZO/HILtJ,SHAM,229,21.9,5,229,0,0
